add,bath,bed,car,desc,features,headline,id,lat,lon,photo,postcode,price,street,suburb,type,url,url2,date,min_price,max_price
"1/27-29 Tungarra Road, Girraween",3.0,3.0,1,"<b></b><br />**Due to the current Covid lockdown all inspections will be conducted by private appointment until 10th July or until we are informed otherwise by NSW Health.**

Brand new architecturally designed townhouse showcasing an enviable lifestyle...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Floorboards', 'Gas', 'Dishwasher']",Brand New 3 Bedroom Townhouse,2017122603.0,-33.7969437,150.948853,https://bucket-api.domain.com.au/v1/bucket/image/2017122603_1_1_210708_060115-w1200-h800,2145,Contact Agent,Tungarra Road,GIRRAWEEN,Townhouse,https://www.domain.com.au/1-27-29-tungarra-road--girraween-2145-2017122603,https://www.domain.com.au/1-27-29-tungarra-road-girraween-nsw-2145-2017122603,2021-07-10,,
"8/100 Kenyons  Road, Merrylands",2.0,4.0,2,"<b></b><br />This is your opportunity to own the only villa in all of Sherwood Green. With it's own private and low maintenance backyard, the property sits just beside the native nature reserve that provides a bush-like atmosphere, with shade in the su...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Gas', 'InternalLaundry', 'PetsAllowed', 'SecureParking', 'Heating', 'Dishwasher']",333 SQM: Unique Villa with Private Yard and Northern Exposure,2017117087.0,-33.8373,150.969421,https://bucket-api.domain.com.au/v1/bucket/image/2017117087_1_1_210706_070950-w4000-h2667,2160,"$748,000 | 333sqm",Kenyons  Road,MERRYLANDS,Villa,https://www.domain.com.au/8-100-kenyons--road--merrylands-2160-2017117087,https://www.domain.com.au/8-100-kenyons-road-merrylands-nsw-2160-2017117087,2021-07-10,748000.0,748000.0
Pemulwuy,2.0,4.0,2,"<b></b><br />ABOUT RIVERBANK
Riverbank Real Estate is located within the ever-popular Pemulwuy estate. Having serviced the Pemulwuy market since 2006, we aim to invest the time upfront to understand your needs to ensure we turn your vision and dream in...",['Furnished'],REGISTER YOUR INTEREST BY WAY OF EXPRESSIONS OF INTEREST,2017116927.0,-33.817,150.926,https://bucket-api.domain.com.au/v1/bucket/image/2017116927_1_1_210706_071223-w1579-h1054,2145,House & Land Packages,,PEMULWUY,NewHouseLand,https://www.domain.com.au/pemulwuy-2145-2017116927,https://www.domain.com.au/pemulwuy-nsw-2145-2017116927,2021-07-10,,
"45 HANBURY STREET, Greystanes",3.0,4.0,1,"<b></b><br />Enhanced by a sunny north east aspect, this sensational double story home provides an unmissable opportunity for your family in a premier enclave of Greystanes

 This cement -rendered brick home sits high and proud, with features such as: ...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Gas', 'SecureParking', 'SwimmingPool', 'Shed']",FANTASTIC FAMILY HOME WITH INGROUND POOL,2017112758.0,-33.8242455,150.956284,https://bucket-api.domain.com.au/v1/bucket/image/2017112758_1_1_210705_020750-w6002-h4002,2145,FOR SALE BY NEGOTIATION,HANBURY STREET,GREYSTANES,House,https://www.domain.com.au/45-hanbury-street--greystanes-2145-2017112758,https://www.domain.com.au/45-hanbury-street-greystanes-nsw-2145-2017112758,2021-07-10,,
"14 Binda Street, Merrylands",3.0,4.0,1,"<b></b><br />PROPERTY LAUNCH - ALL OFFERS MUST BE SUBMITTED BY 5PM SATURDAY 17TH JULY 2021

Boasting a stylishly modern presentation with lovely easy-care tiled flooring, energy efficient LED lighting and ducted air-conditioning throughout, this fabulo...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Gas', 'InternalLaundry', 'SecureParking', 'Heating']",DELIGHTFUL DESIGNER DUPLEX,2017112302.0,-33.83428,150.9731,https://bucket-api.domain.com.au/v1/bucket/image/2017112302_1_1_210705_121221-w750-h500,2160,"Price Guide: $890,000 - $930,000",Binda Street,MERRYLANDS,House,https://www.domain.com.au/14-binda-street--merrylands-2160-2017112302,https://www.domain.com.au/14-binda-street-merrylands-nsw-2160-2017112302,2021-07-10,890000.0,930000.0
"11/221A North Rocks Road, North Rocks",2.0,3.0,1,"<b></b><br />Townhouses of this size and in this location rarely come on the market.

Situated in the peaceful Banksia Court Estate which provides exclusive use and access to pool and recreational facilities. 

This delightful split level townhouse is ...","['AirConditioning', 'BuiltInWardrobes', 'Floorboards', 'Gas', 'SecureParking', 'SwimmingPool', 'Furnished', 'Study', 'FullyFenced']",Large Stylish Townhouse in Sought After Estate,2017113560.0,-33.7730255,151.016418,https://bucket-api.domain.com.au/v1/bucket/image/13169725_1_1_190506_033700-w736-h550,2151,Auction,North Rocks Road,NORTH ROCKS,Townhouse,https://www.domain.com.au/11-221a-north-rocks-road--north-rocks-2151-2017113560,https://www.domain.com.au/11-221a-north-rocks-road-north-rocks-nsw-2151-2017113560,2021-07-10,,
"5A Rein Road, Greystanes",3.0,3.0,2,<b></b><br />Sitting high and proud in a fantastic location is this perfect opportunity for you to finally jump into the Greystanes property market. This oversized 3 bedroom Torrens title duplex is sure to impress and make a great first start or invest...,"['AirConditioning', 'BuiltInWardrobes', 'Gas', 'SecureParking', 'Intercom', 'Bath', 'Dishwasher']","$880,000 - $920,000 - WELCOME TO GREYSTANES - BOOKINGS ARE ESSENTIAL!!!",2017113471.0,-33.82493,150.961655,https://bucket-api.domain.com.au/v1/bucket/image/2017113471_1_1_210705_045417-w1920-h1280,2145,"$880,000 - $920,000 WELCOME TO GREYSTANES",Rein Road,GREYSTANES,House,https://www.domain.com.au/5a-rein-road--greystanes-2145-2017113471,https://www.domain.com.au/5a-rein-road-greystanes-nsw-2145-2017113471,2021-07-10,880000.0,920000.0
"2/12 Bradman Street, Merrylands",3.0,3.0,2,"<b></b><br />Nestled in an attractive complex, this townhouse is set over three levels, conveniently located within walking distance to most amenities and is a great opportunity for those looking to secure their first home, retirees wanting to downsize...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Gas', 'AlarmSystem', 'Intercom', 'Dishwasher']","295 sqm | Tri Level, Rare Find - Affordable & Convenient",2017111016.0,-33.8429871,151.001572,https://bucket-api.domain.com.au/v1/bucket/image/2017111016_2_1_210702_074028-w1600-h1068,2160,Inspect Sat 3:00 - 3:30pm,Bradman Street,MERRYLANDS,Townhouse,https://www.domain.com.au/2-12-bradman-street--merrylands-2160-2017111016,https://www.domain.com.au/2-12-bradman-street-merrylands-nsw-2160-2017111016,2021-07-10,,
"10/2-4 Water Street, Wentworthville",2.0,3.0,1,"<b></b><br />Set in a near new modern complex, this easy care designer townhouse offers a deluxe private lifestyle with two levels of practical living space, featuring:

-        3 spacious bedrooms with built in robes and 2 full bathrooms
-       Gour...","['AirConditioning', 'Gas', 'AlarmSystem', 'Intercom', 'Heating', 'Dishwasher']",By Appointment this Saturday from 11am - 12pm,2017109511.0,-33.8044,150.974487,https://bucket-api.domain.com.au/v1/bucket/image/2017109511_1_1_210702_015544-w3556-h2667,2145,"$790,000 to $830,000",Water Street,WENTWORTHVILLE,Townhouse,https://www.domain.com.au/10-2-4-water-street--wentworthville-2145-2017109511,https://www.domain.com.au/10-2-4-water-street-wentworthville-nsw-2145-2017109511,2021-07-10,790000.0,830000.0
"21/221A North Rocks Road, North Rocks",2.0,3.0,2,"<b></b><br />By Appointment Inspections Available

Private, comfortable and spacious living is guaranteed for the lucky new owners of this three-bedroom, two-bathroom North Rocks townhouse. You will live just 10 minutes from the Parramatta CBD with sch...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Floorboards', 'Gas', 'SecureParking', 'Heating', 'Dishwasher', 'FullyFenced']",Large 2-storey townhouse in a quiet community,2017104118.0,-33.7730255,151.016418,https://bucket-api.domain.com.au/v1/bucket/image/2017104118_1_1_210630_032144-w2100-h1400,2151,"Guide $850,000",North Rocks Road,NORTH ROCKS,Townhouse,https://www.domain.com.au/21-221a-north-rocks-road--north-rocks-2151-2017104118,https://www.domain.com.au/21-221a-north-rocks-road-north-rocks-nsw-2151-2017104118,2021-07-10,850000.0,850000.0
"35 Warwick Rd, Merrylands",3.0,4.0,1,"<b></b><br />ATTENTION: Private Inspections (Sat 10.30-11.00am) available during the times specified, please be patient with our agents as they accommodate each inspection following Covid-19 health and safety procedures. We thank you for your cooperati...","['AirConditioning', 'BuiltInWardrobes', 'SecureParking', 'Furnished', 'GroundFloor', 'NorthFacing', 'AlarmSystem', 'Intercom']",Double brick | Luxury | Lifestyle,2017103936.0,-33.83175,150.985031,https://bucket-api.domain.com.au/v1/bucket/image/2017103936_1_1_210630_024229-w1600-h1200,2160,Auction,Warwick Rd,MERRYLANDS,House,https://www.domain.com.au/35-warwick-rd--merrylands-2160-2017103936,https://www.domain.com.au/35-warwick-rd-merrylands-nsw-2160-2017103936,2021-07-10,,
"3/15 Governors Way, Oatlands",2.0,3.0,2,"<b></b><br />Perfectly positioned in the sought-after Hunterford Estate, this quality apartment impresses with two private balconies and lush outlooks over the complex's on site facilities. It's located just moments from Oatlands Golf Course, buses and...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Floorboards', 'PetsAllowed', 'SecureParking', 'SwimmingPool', 'Intercom', 'Bath', 'Dishwasher']",Quality apartment in exclusive Hunterford Estate,2017102735.0,-33.78919,151.025253,https://bucket-api.domain.com.au/v1/bucket/image/2017102735_1_1_210629_074459-w1600-h1200,2117,Auction,Governors Way,OATLANDS,ApartmentUnitFlat,https://www.domain.com.au/3-15-governors-way--oatlands-2117-2017102735,https://www.domain.com.au/3-15-governors-way-oatlands-nsw-2117-2017102735,2021-07-10,,
"58 Macquarie Road, Greystanes",4.0,4.0,1,"<b></b><br />Having been completely renovated and stylishly updated, this fabulous single level home presents a beautiful contemporary lifestyle for its new owners. The fresh floorplan offers plenty of flexibility inclusive of a separate self-contained...","['AirConditioning', 'BuiltInWardrobes', 'SecureParking']",FRESHLY UPDATED AND EXPANDED,2017101437.0,-33.832058,150.9449,https://bucket-api.domain.com.au/v1/bucket/image/2017101437_1_1_210629_032144-w750-h500,2145,"AUCTION - BIDDING GUIDE $950,000",Macquarie Road,GREYSTANES,House,https://www.domain.com.au/58-macquarie-road--greystanes-2145-2017101437,https://www.domain.com.au/58-macquarie-road-greystanes-nsw-2145-2017101437,2021-07-10,950000.0,950000.0
"3 Bowden Street, Merrylands",3.0,4.0,1,"<b></b><br />PROPERTY LAUNCH - ALL OFFERS MUST BE SUBMITTED BY 5PM SATURDAY 10TH JULY 2021

Having been carefully refreshed with lovely fresh paint, new bathroom fittings and beautiful tiled flooring through the downstairs living area, this fabulously ...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Gas', 'InternalLaundry', 'SecureParking', 'Intercom', 'Study']","REFRESHED, REVITALISED AND READY",2017099760.0,-33.8431625,150.9725,https://bucket-api.domain.com.au/v1/bucket/image/2017099760_1_1_210628_064152-w750-h499,2160,"Price Guide $880,000 - $930,000",Bowden Street,MERRYLANDS,House,https://www.domain.com.au/3-bowden-street--merrylands-2160-2017099760,https://www.domain.com.au/3-bowden-street-merrylands-nsw-2160-2017099760,2021-07-10,880000.0,930000.0
"64 Paton Street, Merrylands",2.0,4.0,1,"<b></b><br />Presented in clean and fresh condition with stylish easy-care tiled flooring throughout, this family home is filled with fabulous extras for a lifestyle of exceptional security and comfort. The bright residence offers four bedrooms, three ...","['AirConditioning', 'BuiltInWardrobes', 'Gas', 'InternalLaundry']",PACKED WITH EXTRAS,2017099514.0,-33.83474,150.965515,https://bucket-api.domain.com.au/v1/bucket/image/2017099514_1_1_210628_055154-w750-h499,2160,AUCTION,Paton Street,MERRYLANDS,House,https://www.domain.com.au/64-paton-street--merrylands-2160-2017099514,https://www.domain.com.au/64-paton-street-merrylands-nsw-2160-2017099514,2021-07-10,,
"6 Archibald Street, Granville",2.0,4.0,4,"<b></b><br />Ticking all the right boxes this 30 year old ""Masterton"" built brick veneer home is located in a quiet street on the high side of the road on a 487sqm block of land.  Ideal for a granny flat build subject to Council approval.

Only 700m wa...","['BuiltInWardrobes', 'Ensuite', 'Gas', 'InternalLaundry', 'SecureParking', 'Heating']",BRICK  WALK TO STATION  487sqm BLOCK,2017098585.0,-33.84035,151.013458,https://bucket-api.domain.com.au/v1/bucket/image/2017098585_1_1_210628_024131-w1920-h1280,2142,BRICK – WALK TO STATION – 487sqm BLOCK,Archibald Street,GRANVILLE,House,https://www.domain.com.au/6-archibald-street--granville-2142-2017098585,https://www.domain.com.au/6-archibald-street-granville-nsw-2142-2017098585,2021-07-10,,
"1/9 Wilkinson  Lane, Telopea",2.0,3.0,1,<b></b><br />Explore the outstanding potential offered by this unique and exceptional property and capitalise on the tightly held and highly sought after settings of Telopea. The current home comprises 3 oversized bedrooms with 2 bathrooms and internal...,"['AirConditioning', 'BuiltInWardrobes', 'Floorboards', 'SecureParking']","Free standing house in a complex of 14, Carlingford West School catchment",2017092988.0,-33.78997,151.03891,https://bucket-api.domain.com.au/v1/bucket/image/2017092988_1_1_210624_030839-w2048-h1354,2117,Auction 17th July at 1.15pm (Unless Sold Prior),Wilkinson  Lane,TELOPEA,House,https://www.domain.com.au/1-9-wilkinson--lane--telopea-2117-2017092988,https://www.domain.com.au/1-9-wilkinson-lane-telopea-nsw-2117-2017092988,2021-07-10,,
"A611/28 Cowper Street, Granville",2.0,2.0,1,"<b></b><br />A selection of residence offers a convenient lifestyle at Granville Place apartment. It is a boutique development of an oversized 2-bed apartment located right next to Granville Station.

This 2 bedroom developed by Shokai and Tier 1 bui...","['AirConditioning', 'BuiltInWardrobes', 'Floorboards', 'Gas', 'InternalLaundry', 'SecureParking', 'GroundFloor', 'Gym', 'AlarmSystem', 'Intercom', 'BroadbandInternetAccess', 'Dishwasher', 'Study', 'BalconyDeck']",Brand New 2 Bedrooms + Huge Study Apartment,2017092613.0,-33.8324623,151.013611,https://bucket-api.domain.com.au/v1/bucket/image/2017092613_1_1_210624_020358-w5120-h3840,2142,Contact Agent,Cowper Street,GRANVILLE,ApartmentUnitFlat,https://www.domain.com.au/a611-28-cowper-street--granville-2142-2017092613,https://www.domain.com.au/a611-28-cowper-street-granville-nsw-2142-2017092613,2021-07-10,,
"17A Elsinore Street, Merrylands",3.0,3.0,2,"<b></b><br />Positioned in one of Merrylands most prestigious streets, is this large and modern 3-4 bedroom brick veneer strata title duplex in perfect condition. Suitable for first home buyers looking for a start in the market, retiree's wanting somet...","['AirConditioning', 'BuiltInWardrobes', 'InternalLaundry', 'SecureParking', 'SeparateDiningRoom', 'Dishwasher', 'Study', 'Shed']",Low maintenance Living at its Best!!!!,2017089031.0,-33.8416519,150.986877,https://bucket-api.domain.com.au/v1/bucket/image/2017089031_1_1_210623_122521-w1024-h674,2160,"Price Guide: $830,000 - $850,000",Elsinore Street,MERRYLANDS,House,https://www.domain.com.au/17a-elsinore-street--merrylands-2160-2017089031,https://www.domain.com.au/17a-elsinore-street-merrylands-nsw-2160-2017089031,2021-07-10,830000.0,850000.0
"14/5 Fig Tree Ave, Telopea",2.0,3.0,1,"<b></b><br />Immaculately presented throughout, this light & breezy 3 bedroom apartment is a short walk to Telopea's popular amenities. The inclusion of a large, covered balcony is ideal for entertainers & further enhances the indoor/outdoor vibe.

K...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Gas', 'InternalLaundry', 'Intercom']",A Terrific Find in Telopea!,2017088741.0,-33.7937355,151.0442,https://bucket-api.domain.com.au/v1/bucket/image/2017088741_1_1_210622_111250-w2400-h1599,2117,"$673,000 - $683,000",Fig Tree Ave,TELOPEA,ApartmentUnitFlat,https://www.domain.com.au/14-5-fig-tree-ave--telopea-2117-2017088741,https://www.domain.com.au/14-5-fig-tree-ave-telopea-nsw-2117-2017088741,2021-07-10,673000.0,683000.0
"5/27-29 Brabyn Street, North Parramatta",2.0,3.0,2,"<b></b><br />Inspections by appointment only. Please contact our friendly sales team to book a suitable time. Strictly 1 person at a time and please wear your mask.

Peacefully positioned in one of Parramatta East's highly sought-after leafy streets,...","['BuiltInWardrobes', 'Ensuite', 'Floorboards', 'InternalLaundry', 'SecureParking', 'Bath', 'Dishwasher', 'BalconyDeck']","SUNNY, ROOMY & VALUE FOR MONEY",2017088502.0,-33.8057976,151.016556,https://bucket-api.domain.com.au/v1/bucket/image/2017088502_1_1_210622_095311-w1500-h999,2151,JUST LISTED,Brabyn Street,NORTH PARRAMATTA,Townhouse,https://www.domain.com.au/5-27-29-brabyn-street--north-parramatta-2151-2017088502,https://www.domain.com.au/5-27-29-brabyn-street-north-parramatta-nsw-2151-2017088502,2021-07-10,,
"8/8 Carinya Road, Girraween",2.0,3.0,1,"<b></b><br />**DAILY PRIVATE INSPECTIONS AVAILABLE**

Near New 3 Bedroom Villa. Two mins walk to Girraween Public School. Low Strata.
This immaculately presented, exceptional 157sqm three-bedroom villa offers a functional layout for a growing family an...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Gas', 'InternalLaundry', 'PetsAllowed', 'AlarmSystem', 'Intercom', 'Heating', 'Dishwasher']",Near New 3 Bedroom Villa. Walk to Girraween Public School. Low Strata,2017088263.0,-33.7973862,150.949478,https://bucket-api.domain.com.au/v1/bucket/image/2017088263_1_1_210622_072639-w6000-h4000,2145,Contact Agent,Carinya Road,GIRRAWEEN,Villa,https://www.domain.com.au/8-8-carinya-road--girraween-2145-2017088263,https://www.domain.com.au/8-8-carinya-road-girraween-nsw-2145-2017088263,2021-07-10,,
"3/3 Chelmsford Road, South Wentworthville",2.0,3.0,2,"<b></b><br />Generously proportioned, immaculately maintained and ready to move straight into and enjoy, this modern townhouse offers comfort, space and exceptional convenience. It's walking distance to Wentworthville shops and T-way buses, with Parram...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'InternalLaundry', 'SecureParking', 'Study']","CALL TO BOOK PRIVATE INSPECTION

Relaxed family living in quality modern townhouse",2017088208.0,-33.817955,150.966248,https://bucket-api.domain.com.au/v1/bucket/image/2017088208_1_1_210622_071512-w5799-h3866,2145,Auction,Chelmsford Road,SOUTH WENTWORTHVILLE,Townhouse,https://www.domain.com.au/3-3-chelmsford-road--south-wentworthville-2145-2017088208,https://www.domain.com.au/3-3-chelmsford-road-south-wentworthville-nsw-2145-2017088208,2021-07-10,,
"2/49a Clarence Street, Merrylands",2.0,4.0,1,"<b></b><br />(Inspection by private appointment only) 

Located in the heart of convenience, this well-maintained and quality Torrens-titled duplex is near to all the amenities the Merrylands area has to offer. Positioned under 1km to nearby parks, the...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Gas', 'InternalLaundry', 'SecureParking', 'Dishwasher']",Torrens-Titled Duplex in Ultra Convenient Location,2017087705.0,-33.8297462,150.9835,https://bucket-api.domain.com.au/v1/bucket/image/2017087705_1_1_210622_055815-w2100-h1397,2160,"Price Guide: $830,000 - $880,000",Clarence Street,MERRYLANDS,Duplex,https://www.domain.com.au/2-49a-clarence-street--merrylands-2160-2017087705,https://www.domain.com.au/2-49a-clarence-street-merrylands-nsw-2160-2017087705,2021-07-10,830000.0,880000.0
"87 Excelsior Street, Merrylands",2.0,3.0,3,"<b></b><br />Private Inspections Only 

Immaculate three bedroom family home boasts an elevated position on the high side of the street and commands an entire street corner. Positioned in one of Merrylands' most popular locations, this gorgeous propert...","['AirConditioning', 'Floorboards', 'Gas', 'SecureParking']",Stunning Home On An Elevated Corner Block,2017087381.0,-33.8457527,151.002457,https://bucket-api.domain.com.au/v1/bucket/image/2017087381_1_1_210622_050905-w1800-h1200,2160,Auction,Excelsior Street,MERRYLANDS,House,https://www.domain.com.au/87-excelsior-street--merrylands-2160-2017087381,https://www.domain.com.au/87-excelsior-street-merrylands-nsw-2160-2017087381,2021-07-10,,
"85 Chelmsford Road, South Wentworthville",2.0,3.0,1,"<b></b><br />Enjoying a wonderful high-set position in a developing street filled with quality residences, this delightful three bedroom duplex home presents ideally for the growing family or first home buyer.  Presenting a generous living area with se...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Gas', 'InternalLaundry', 'SecureParking', 'Shed']",SUPREMELY POSITIONED DUPLEX,2017085857.0,-33.8249626,150.96637,https://bucket-api.domain.com.au/v1/bucket/image/2017085857_1_1_210622_124318-w750-h499,2145,"Price Guide $790,000 - $840,000",Chelmsford Road,SOUTH WENTWORTHVILLE,House,https://www.domain.com.au/85-chelmsford-road--south-wentworthville-2145-2017085857,https://www.domain.com.au/85-chelmsford-road-south-wentworthville-nsw-2145-2017085857,2021-07-10,790000.0,840000.0
"4/64-66 Moffatts Drive, Dundas Valley",2.0,3.0,2,"<b></b><br />Viewings via private inspection only
Call 9630 7754 to book a private inspection

Peacefully positioned at the rear of a boutique complex of six, this full brick townhouse enjoys a leafy outlook and low maintenance lifestyle. Bright bre...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Floorboards', 'Gas', 'InternalLaundry', 'SecureParking', 'BroadbandInternetAccess', 'Bath', 'Dishwasher']",Oversized Townhouse in Convenient Location,2017084916.0,-33.7935829,151.051453,https://bucket-api.domain.com.au/v1/bucket/image/2017084916_1_1_210621_070136-w1600-h1067,2117,Forthcoming Auction,Moffatts Drive,DUNDAS VALLEY,Townhouse,https://www.domain.com.au/4-64-66-moffatts-drive--dundas-valley-2117-2017084916,https://www.domain.com.au/4-64-66-moffatts-drive-dundas-valley-nsw-2117-2017084916,2021-07-10,,
Pemulwuy,2.0,4.0,2,"<b></b><br />Excellent opportunity to purchase a three to five bedroom OFF THE PLAN luxury residences in the most elevated part of Western Sydney, surrounded by parklands and recreation. These properties are being built by an award winning builder with...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'PetsAllowed', 'AlarmSystem', 'Intercom', 'Heating']",OFF THE PLAN - Standalone homes in Pemulwuy,2017081588.0,-33.817,150.926,https://bucket-api.domain.com.au/v1/bucket/image/2017081588_1_1_210618_064415-w1600-h1067,2145,Expressions of Interest,,PEMULWUY,House,https://www.domain.com.au/pemulwuy-2145-2017081588,https://www.domain.com.au/pemulwuy-nsw-2145-2017081588,2021-07-10,,
"414/46-50 Dunmore Street, Wentworthville",2.0,3.0,2,"<b></b><br />Apartment living in great location, this modern three bedroom, two bathroom apartment offers plenty of built in storage with large mirrored built in wardrobes. Enjoy open plan living overlooking the balcony. Great sized kitchen with stainl...","['AirConditioning', 'BuiltInWardrobes', 'Floorboards', 'Gas', 'SecureParking', 'AlarmSystem', 'Dishwasher', 'FullyFenced']",Call for Private Inspection,2017080832.0,-33.807785,150.970459,https://bucket-api.domain.com.au/v1/bucket/image/2017080832_1_1_210618_043328-w3000-h2002,2145,"Price Guide $749,950",Dunmore Street,WENTWORTHVILLE,ApartmentUnitFlat,https://www.domain.com.au/414-46-50-dunmore-street--wentworthville-2145-2017080832,https://www.domain.com.au/414-46-50-dunmore-street-wentworthville-nsw-2145-2017080832,2021-07-10,749950.0,749950.0
"64 Clyde Street, Granville",2.0,3.0,1,"<b></b><br />Positioned on a family friendly locale within walking distance to stations, schools, Woolworths and parks, this immaculately presented and well maintained brick home offers you an easy-care lifestyle with all conveniences

Main Features:

...","['BuiltInWardrobes', 'Floorboards', 'Gas', 'SecureParking']",Contemporary Single Level Brick House | Easy Walk to Stations,2017074708.0,-33.83944,151.013962,https://bucket-api.domain.com.au/v1/bucket/image/2017074708_1_1_210616_053716-w2048-h1365,2142,Auction,Clyde Street,GRANVILLE,House,https://www.domain.com.au/64-clyde-street--granville-2142-2017074708,https://www.domain.com.au/64-clyde-street-granville-nsw-2142-2017074708,2021-07-10,,
"190 Clyde Street, Granville",2.0,3.0,1,"<b></b><br />Here is your rare chance to obtain a piece of land in Sydney!

This land is set in a prime position with schools, trains, restaurants, and parklands all within a two kilometre radius.

Plenty of opportunity also exists with the land co...",[],TERRIFIC POTENTIAL!!!!!!!,2017074532.0,-33.8486938,151.012039,https://bucket-api.domain.com.au/v1/bucket/image/2017074532_1_1_210616_052306-w3462-h2609,2142,Contact Agent,Clyde Street,GRANVILLE,House,https://www.domain.com.au/190-clyde-street--granville-2142-2017074532,https://www.domain.com.au/190-clyde-street-granville-nsw-2142-2017074532,2021-07-10,,
"128 Greystanes Road, Greystanes",2.0,4.0,2,"<b></b><br />ATTENTION: Private Inspections (Sat 12.00-12.30pm) available during the times specified, please be patient with our agents as they accommodate each inspection following Covid-19 health and safety procedures. We thank you for your cooperati...","['AirConditioning', 'Floorboards', 'SecureParking', 'Furnished']",A GREYSTANES GEM,2017074500.0,-33.8203163,150.93364,https://bucket-api.domain.com.au/v1/bucket/image/2017074500_1_1_210616_051310-w1600-h1200,2145,Auction,Greystanes Road,GREYSTANES,House,https://www.domain.com.au/128-greystanes-road--greystanes-2145-2017074500,https://www.domain.com.au/128-greystanes-road-greystanes-nsw-2145-2017074500,2021-07-10,,
"56 Bertha Street, Merrylands",2.0,3.0,2,"<b></b><br />This property is a definite catch! You can move straight in!! Making this property the perfect first home, investment or family home. Make your move on this renovated 3 bedroom clad home in a whisper quiet location. Located in one of Merry...","['AirConditioning', 'BuiltInWardrobes', 'Floorboards', 'Gas', 'InternalLaundry', 'SecureParking', 'Dishwasher', 'Study']",Once in a lifetime sale!!!!!,2017073724.0,-33.8445244,150.9929,https://bucket-api.domain.com.au/v1/bucket/image/2017073724_1_1_210616_024055-w1024-h679,2160,ONLINE AUCTION 10/07/21 | CALL TO REGISTER TODAY,Bertha Street,MERRYLANDS,House,https://www.domain.com.au/56-bertha-street--merrylands-2160-2017073724,https://www.domain.com.au/56-bertha-street-merrylands-nsw-2160-2017073724,2021-07-10,100721.0,100721.0
"50/47 Wentwroth Ave, Westmead",2.0,3.0,1,"<b></b><br />A stylish family townhouse well positioned to the quiet rear of a gated complex presents a fantastic opportunity to own in one of the most sought-after suburbs.
This beautifully presented three bedrooms full brick townhouse is positioned ...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'InternalLaundry', 'SecureParking', 'BroadbandInternetAccess', 'Bath', 'Dishwasher', 'GardenCourtyard', 'BalconyDeck']",Stylish 3 bed family townhouse for sale,2017073482.0,-33.8074226,150.975983,https://bucket-api.domain.com.au/v1/bucket/image/2017073482_1_1_210616_020855-w2000-h1335,2145,Contact Agent,Wentwroth Ave,WESTMEAD,Townhouse,https://www.domain.com.au/50-47-wentwroth-ave--westmead-2145-2017073482,https://www.domain.com.au/50-47-wentwroth-ave-westmead-nsw-2145-2017073482,2021-07-10,,
"66B Braeside Road, Greystanes",3.0,4.0,1,"<b></b><br />Delivering exceptional style and quality, this outstanding duplex home presents the perfect opportunity to live a wonderful lifestyle enjoying both indoor and outdoor living spaces.
 
Positioned in a near perfect location & architecturally...","['AirConditioning', 'BuiltInWardrobes', 'SecureParking', 'Furnished', 'GroundFloor']",Stylish Modern Duplex - Executive Excellence,2017073441.0,-33.82344,150.954773,https://bucket-api.domain.com.au/v1/bucket/image/2017073441_1_1_210616_014803-w800-h534,2145,Expressions Of Interest,Braeside Road,GREYSTANES,House,https://www.domain.com.au/66b-braeside-road--greystanes-2145-2017073441,https://www.domain.com.au/66b-braeside-road-greystanes-nsw-2145-2017073441,2021-07-10,,
"6/64-66 Albert Street, North Parramatta",2.0,3.0,1,"<b></b><br />Inspections by appointment only. Please contact our friendly sales team to book a suitable time. Strictly 1 person at a time and please wear your mask.

This recently renovated spacious three bedroom apartment is perfectly positioned on ...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Gas', 'InternalLaundry', 'SecureParking', 'AlarmSystem', 'Intercom', 'SeparateDiningRoom', 'Dishwasher', 'BalconyDeck']","FULLY RENOVATED, YOUR SEARCH IS OVER",2017072576.0,-33.80377,151.009674,https://bucket-api.domain.com.au/v1/bucket/image/2017072576_1_1_210615_010022-w1500-h1000,2151,AUCTION,Albert Street,NORTH PARRAMATTA,ApartmentUnitFlat,https://www.domain.com.au/6-64-66-albert-street--north-parramatta-2151-2017072576,https://www.domain.com.au/6-64-66-albert-street-north-parramatta-nsw-2151-2017072576,2021-07-10,,
